법정동코드,법정동명,상위지역코드 ,서열 ,생성일 ,폐지일 ,최종작업일 ,최하지역명, 법정동코드(주민),법정동코드(지적)
2872035026,인천광역시 옹진군 덕적면 백아리,,06,,,,백아리,2872035026,2872035026
2872035027,인천광역시 옹진군 덕적면 문갑리,,07,,,,문갑리,2872035027,2872035027
2872035028,인천광역시 옹진군 덕적면 굴업리,,08,,,,굴업리,2872035028,2872035028
2872036000,인천광역시 옹진군 영흥면,,06,,,,영흥면,2872036000,2872036000
2872036021,인천광역시 옹진군 영흥면 외리,,01,,,,외리,2872036021,2872036021
2872036022,인천광역시 옹진군 영흥면 내리,,02,,,,내리,2872036022,2872036022
2872036023,인천광역시 옹진군 영흥면 선재리,,03,,,,선재리,2872036023,2872036023
2872037000,인천광역시 옹진군 자월면,,07,,,,자월면,2872037000,2872037000
2872037021,인천광역시 옹진군 자월면 자월리,,01,,,,자월리,2872037021,2872037021
2872037022,인천광역시 옹진군 자월면 이작리,,02,,,,이작리,2872037022,2872037022
2872037023,인천광역시 옹진군 자월면 승봉리,,03,,,,승봉리,2872037023,2872037023
2872038000,인천광역시 옹진군 연평면,,02,,,,연평면,2872038000,2872038000
2872038021,인천광역시 옹진군 연평면 연평리,,01,,,,연평리,2872038021,2872038021
